Key,EN,RU,FR,DE,ES,IT
item/Mirrors4,Bathroom mirror,зеркало в ванной,Miroir de salle de bain,Badezimmerspiegel,Espejo de baño,Specchio da bagno
item/Mirrors5,Floor mirror,Трюмо,Miroir de sol,Bodenspiegel,Espejo de pie,Specchio da pavimento
item/Mirrors6,Large mirror,Большое зеркало,Gros miroir,Großer Spiegel,Espejo grande,Grande specchio
item/Booster1,Tiny hourglass,Крошечные песочные часы,Sablier minuscule,Winzige Sanduhr,Reloj de arena enano,Clessidra minuscola
item/Booster2,Little hourglass,Маленькие песочные часы,Petit sablier,Kleine Sanduhr,Reloj de arena pequeño,Clessidra piccola
item/Booster3,Medium hourglass,Средние песочные часы,Sablier moyen,Mittlere Sanduhr,Reloj de arena mediano,Clessidra media
item/Booster4,Big hourglass,Большие песочные часы,Grand sablier,Große Sanduhr,Reloj de arena grande,Clessidra enorme
item/Booster5,Large hourglass,Большие песочные часы,Gros sablier,Größere Sanduhr,Reloj de arena enorme,Clessidra grande
item/EventStar1,EventStar,Звезда события,EventStar,Event-Stern,Estrella de evento,EventStar
item/EventStar2,EventStar,Звезда события,EventStar,Event-Stern,Estrella de evento,EventStar
item/EventStar3,EventStar,Звезда события,EventStar,Event-Stern,Estrella de evento,EventStar
item/EventStar4,EventStar,Звезда события,EventStar,Event-Stern,Estrella de evento,EventStar
item/EventStar5,EventStar,Звезда события,EventStar,Event-Stern,Estrella de evento,EventStar
item/EventTransport1,Scooter,Самокат,Trottinette,Roller,Ciclomotor,Motorino
item/EventTransport2,Bicycle,Велосипед,Bicyclette,Fahrrad,Bicicleta,Bicicletta
item/EventTransport3,Moped,Мопед,Vélomoteur,Moped,Motocicleta,Ciclomotore
item/EventTransport4,Motorcycle,Мотоцикл,Moto,Motorrad,Moto,Motocicletta
item/EventTransport5,Car,Машина,Voiture,Auto,Coche,Automobile
item/EventTransport6,Bus,Автобус,Bus,Bus,Autobús,Autobus
item/EventPhoto1,Wrinkled Photo,Мятое фото,Photo froissée,Zerknittertes Foto,Foto arrugada,Fotografia stropicciata
item/EventPhoto2,Photo,Фото,Photo,Foto,Foto,Fotografia
item/EventPhoto3,Photo,Фото,Photo,Foto,Foto,Fotografia
item/EventPhoto4,Photo,Фото,Photo,Foto,Foto,Fotografia
item/EventPhoto5,Framed photo,Фото в рамке,Photo encadrée,Eingerahmtes Foto,Foto con marco,Fotografia incorniciata
item/EventPhoto6,Framed photo,Фото в рамке,Photo encadrée,Eingerahmtes Foto,Foto con marco,Fotografia incorniciata
item/EventPhoto7,Expensive photo,Дорогое фото,Photo chère,Teures Foto,Foto cara,Fotografia costosa
item/EventMap1,Compass,Компас,Boussole,Kompass,Brújula,Compasso
item/EventMap2,Map,Карта,Carte,Karte,Mapa,Mappa
item/EventMap3,Map,Карта,Carte,Karte,Mapa,Mappa
item/EventMap4,Globe,Глобус,Globe,Globus,Globo terráqueo,Globo
item/EventMap5,Navigator,Навигатор,Navigateur,Navigationssystem,Navegador,Navigatore
item/EventFilm1,Film,Плёнка,Film,Film,Película,Film
item/EventFilm2,Film,Плёнка,Film,Film,Película,Film
item/EventFilm3,Film,Плёнка,Film,Film,Película,Film
item/EventCamera1,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera2,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera3,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera4,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera5,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera6,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera7,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera8,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/EventCamera9,Camera,Камера,Caméra,Kamera,Cámara,Macchina fotografica
item/Bonsai1,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai2,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai3,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai4,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai5,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai6,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai7,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai8,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai9,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/Bonsai10,Bonsai,Бонсай,Bonsaï,Bonsai,Bonsái,Bonsai
item/EventBags1,Purse,Кошелёк,Sac à main,Portemonnaie,Bolso,Portamonete
item/EventBags2,Bag,Сумка,Sac,Tasche,Bolsa,Borsa
item/EventBags3,Bag,Сумка,Sac,Tasche,Bolsa,Borsa
item/EventBags4,Backpack,Рюкзак,Sac à dos,Rucksack,Mochila,Zaino
item/EventBags5,Backpack,Рюкзак,Sac à dos,Rucksack,Mochila,Zaino
item/EventBags6,Sports Bag,Спортив. сумка,Sac de sport,Sporttasche,Mochila de deporte,Borsa sportiva
item/EventBags7,Hiking backpack,Турестич. рюкзак,Sac à dos de randonnée,Wanderrucksack,Mochila de senderismo,Zaino da escursionismo
item/EventBags8,Suitcase,Чемодан,Valise,Reisekoffer,Maleta,Valigia
item/EventBags9,Suitcase,Чемодан,Valise,Reisekoffer,Maleta,Valigia
item/EventBags10,Suitcases,Чемоданы,Valises,Reisekoffer,Maletas,Valigie
item/Battery1,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery2,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery3,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery4,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery5,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery6,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery7,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/Battery8,Battery,Батарейка,Batterie,Batterie,Batería,Batteria
item/CoinChest1,Coin Chest,Сундук с монетами,Coffre à pièces,Münztruhe,Cofre de monedas,Cassa di monete
Iitem/Box,Box,Коробка,,,,
item/Clay1,Shards of white clay,Осколки белой глины,,,,
item/Clay2,Handful of white clay,Горсть белой глины,,,,
item/Clay3,Broken clay figure,Сломанная фигурка из глины,,,,
item/Clay4,White clay figurine,Фигурка из белой глины,,,,
item/Clay5,Cup,Чашка,,,,
item/Clay6,Small vase,Маленькая ваза,,,,
item/Clay7,Fruit vase,Ваза для фруктов,,,,
item/Shards1,Shard of an hourglass,Осколок песочных часов,,,,
item/Shards2,A few shards,Несколько осколков,,,,
item/Shards3,A few shards,Несколько осколков,,,,
item/Shards4,Many shards,Множество осколков,,,,
item/Decor1,Sawdust,Опилки,,,,
item/Decor2,A pile of sawdust,Куча опилок,,,,
item/Decor3,Wooden figurine,Деревянная фигурка,,,,
item/Decor4,Wooden mask,Деревянная маска,,,,
item/Decor5,Decorative wooden plate,Декоративная деревянная тарелка,,,,
item/Decor6,Decorative wooden plates,Декоративные деревянные тарелки,,,,
item/Decor7,Decorative wooden plates,Декоративные деревянные тарелки,,,,
item/Pots1,A pot shard,Осколок горшка,,,,
item/Pots2,Large pot shard,Крупный осколок горшка,,,,
item/Pots3,Broken pot,Разбитый горшок,,,,
item/Pots4,Pot,Горшок,,,,
item/Pots5,Vase,Ваза,,,,
item/Pots6,Potted vase,Курпная ваза,,,,
item/Pots7,Decorative vase,Декоративная ваза,,,,
item/Pots8,Handled vase,Ваза с ручками,,,,
item/Pots9,Graceful vase,Изящная ваза,,,,
item/Pots10,Big vase,Большая ваза,,,,
item/Pots11,Vase,Вазон,,,,
item/Pots12,Big vase,Огромный вазон,,,,
item/Pots13,Vase on a stand,Ваза на подставке,,,,
item/EmptyBags1,Bag,Мешок,,,,
item/EmptyBags2,A pair of bags,Пара с мешков,,,,
item/EmptyBags3,Several bags,Несколько мешков,,,,
item/EmptyBags4,Several bags,Несколько мешков,,,,
item/Cement1,Cement,Цемент,,,,
item/Cement2,Cement bag,Мешок цемента,,,,
item/Cement3,Cement bag,Мешок с цементом,,,,
item/Cement4,Pair of cement bags,Пара мешков с цементом,,,,
item/Cement5,Several cement bags,Несколько мешков с цементом,,,,
item/Cement6,Several cement bags,Несколько мешков с цементом,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
abby,Abby,Эбби,Abby,Abby,Abby,Abby
danny ,Danny,Дэнни,Danny,Danny,Danny,Danny
0room/name,Mountain house,Горный дом,Chalet de montagne,Berghaus,La casa de la montaña,Casa di montagna
0room/character,Gina Northwood,Джина Нортвуд,Gina Northwood,Gina Northwood,Gina Northwood,Gina Northwood
0room/info,"Outdoorsy Gina Northwood is taking over her childhood home and wants to restore it back to the lovely place from her memories. Can Danny and Abby succeed with this family-sized task, or will it be impossible to beat nostalgia?","На природе Джина Нортвуд берет на себя заботу о доме своего отца и хочет вернуть его в состояние, каким оно было в ее детстве. Смогут ли Дэнни и Эбби преуспеть в этом задании, или невозможно будет победить ностальгию?","Gina Northwood, la friande de plein air, reprend sa maison d’enfance et désire restaurer cet endroit charmant où elle s’est fait tant de souvenirs. Danny et Abby pourront-ils relever ce défi familial ou leur sera-t-il impossible de vaincre la nostalgie?","Die naturverbundene Gina Northwood übernimmt das Haus ihrer Kindheit und will es wieder zu dem schönen Ort aus ihren Erinnerungen machen. Können Danny und Abby diese Familienaufgabe meistern, oder wird es unmöglich sein, die Nostalgie zu besiegen?","Gina Northwood, amante del aire libre, se ha quedado a cargo de su casa de la infancia y quiere renovarla como en sus recuerdos. ¿Podrán Danny y Abby con este encargo familiar o será imposible ganarle a la nostalgia?","Gina Northwood, che ama la vita all'aria aperta, sta rilevando la sua casa dell'infanzia e vuole ristrutturarla per farla tornare il posto incantevole dei suoi ricordi. Riusciranno Danny e Abby a portare a termine questo compito a dimensione familiare o sarà impossibile sconfiggere la nostalgia?"
1room/name,Cozy bathroom,Уютная ванная,Salle de bain confortable,Gemütliches Badezimmer,Cuarto de baño acogedor,Bagno comodo
1room/character,Brandon Lee Walker,Брэндон Ли Уокер,Brandon Lee Walker,Brandon Lee Walker,Brandon Lee Walker,Brandon Lee Walker
1room/info,"The personal assistant of a famous diva is looking for a luxurious, cozy bathroom to soak away his stress after spending months on tour. Can you make this assistant feel like the star of the show?","Личный помощник известной дивы ищет роскошную, уютную ванную комнату, чтобы снять стресс после месяцев, проведенных в турне. Сможете ли вы заставить этого помощника почувствовать себя звездой?",L’assistant personnel d’une célèbre diva désire une salle de bain luxueuse et confortable pour évacuer son stress après de nombreux mois de tournée. Pouvez-vous faire que cet assistant se sente comme la vedette au moins cette fois?,"Der persönliche Assistent einer berühmten Diva ist auf der Suche nach einem luxuriösen, gemütlichen Badezimmer, um seinen Stress nach monatelangen Tourneen abzubauen. Kannst du diesem Assistenten das Gefühl geben, der Star der Show zu sein?",El asistente personal de toda una diva quiere un cuarto de baño lujoso y acogedor donde su jefa pueda relajarse después de estar girando por el mundo. ¿Serás capaz de convertir a este simple asistente en la estrella del show?,"L'assistente personale di una diva famosa desidera un bagno, comodo e lussuoso, dove poter immergersi e sciogliere lo stress accumulato nei mesi trascorsi in tour. Riuscirai a far sentire l'assistente la stella dello spettacolo?"
2room/name,Portuguese kitchen,Португальская кухня,Cuisine portugaise,Portugiesische Küche,Cocina portuguesa,Cucina portoghese
2room/character,Maria Santos,Мария Сантос,Maria Santos,Maria Santos,Maria Santos,Maria Santos
2room/info,"This cooking-obsessed housewife wants a Portuguese-style kitchen so she can bring all her recipes to life for her large family. Pull up a seat! Everyone’s welcome at the dinner table, but first you’ve got to knock this design out of the park.","Эта одержимая кулинарией домохозяйка хочет кухню в португальском стиле, чтобы она могла воплотить в жизнь все свои рецепты для своей большой семьи. Присоединяйтесь! Приглашаем всех за обеденный стол, но сначала вам нужно хорошо поработать над дизайном.","Cette femme au foyer obsédée par la cuisine veut une cuisine portugaise pour donner vie à toutes ses recettes pour sa grande famille. Installez-vous confortablement! Tout le monde est le bienvenu autour de la table à manger, mais vous devez d’abord concrétiser ce design.","Die kochbegeisterte Hausfrau wünscht sich eine Küche im portugiesischen Stil, damit sie all ihre Rezepte für ihre große Familie umsetzen kann. Ziehe noch einen Stuhl ran! Jeder ist am Esstisch willkommen, aber zuerst müsst ihr euch mit diesem Design gut schlagen.","Maria Santos es una ama de casa a la que le obsesiona la cocina, así que quiere una cocina de estilo portugués donde las recetas puedan cobrar vida y alimentar a su numerosa familia. ¡Será mejor que cojas sitio! Todo el mundo es bienvenido a la mesa, pero para ello tendrás que acertar de lleno con el diseño.","Questa casalinga amante della buona tavola vuole una cucina in stile portoghese dove poter realizzare le ricette per la sua grande famiglia. Prendete una sedia, c'è poso per tutti! Ma prima dimostra le tue capacità in questo nuovo progetto."
3room/name,Bedroom,Спальня,Chambre à coucher,Schlafzimmer,Dormitorio,Camera da letto
3room/character,Evelyn Rainbow,Эвелин Рэйнбоу,Evelyn Rainbow,Evelyn Rainbow,Evelyn Rainbow,Evelyn Rainbow
3room/info,"A bubbly make-up artist needs her plain, old bedroom to have its very own makeover. Can you transform this room into a colorful, comfy paradise for her to escape to after long days doing make-up?","Этому задорному визажисту нужно, чтобы ее простая старая спальня по-своему изменилась. Сможешь ли превратить эту комнату в красочный и уютный рай, куда она могла бы сбежать после долгих дней макияжа?",Une maquilleuse pleine de vie a besoin de rénover sa vieille chambre ordinaire. Pouvez-vous transformer cette pièce en un paradis coloré et confortable où elle pourra s’évader après de longues journées à faire des maquillages?,"Eine quirlige Maskenbildnerin braucht für ihr schlichtes, altes Schlafzimmer ein ganz eigenes Makeover. Kannst du diesen Raum in ein farbenfrohes, gemütliches Paradies verwandeln, in das sie sich nach langen Tagen des Schminkens zurückziehen kann?",Una efervescente maquilladora quiere transformar su viejo dormitorio y darle un verdadero cambio radical. ¿Serás capaz de transformar su habitación en un acogedor paraíso lleno de colores donde escapar después de un ajetreado día maquillando estrellas?,Questa frizzante truccatrice vuole dare carattere alla sua vecchia e banale camera da letto. Riuscirai a creare un paradiso comodo e colorato dove Evelyn potrà rifugiarsi dopo le sue impegnative giornate trascorse al trucco?
4room/name,Boho Bedroom,Спальня в стиле бохо,Chambre Boho,Boho-Schlafzimmer,Dormitorio bohemio,Camera da letto boho
4room/character,Jojo Downey,Джоджо Дауни,Jojo Downey,Jojo Downey,Jojo Downey,Jojo Downey
4room/info,"Beachside living never looked so good! Jojo is a stay-at-home boyfriend who wants to redesign the bedroom to be the ultimate party palace for him and his girl. Is the party bumpin’, or is this bash busted?","Жизнь у пляжа никогда не выглядела так хорошо! Джоджо - парень-домосед, который хочет переделать спальню, чтобы она стала идеальным дворцом для вечеринок для него и его девушки. Вечеринка накаляется, или эта тусовка уже сорвана?",Vivre à la plage n’a jamais été aussi agréable! Jojo est un petit-ami au foyer qui veut réaménager sa chambre pour en faire le palais de fête ultime pour sa petite-amie et lui. La fête est-elle une réussite ou un échec total?,"Das Leben am Strand sah noch nie so gut aus! Jojo ist ein Stubenhocker, der das Schlafzimmer zum ultimativen Partypalast für sich und seine Freundin umgestalten möchte. Läuft die Party, oder ist sie geplatzt?",¡Vivir en primera línea nunca ha molado tanto! Jojo quiere sorprender a su novia rediseñando el dormitorio y convirtiéndolo en un lugar donde especial donde pasarlo bien. ¿Idea de bombero o genio total?,"Vivere sulla spiaggia non è mai sembrato così bello! Jojo, fidanzato casalingo, vuole riprogettare la camere da letto e renderla la reggia delle feste per lui e la sua ragazza. La festa decollerà, o sarà un buco nell'acqua?"
